,Drug,Gene
8655,DB01073,5422
8656,DB00157,216
8657,DB06751,5141
8658,DB00413,3356
8659,DB01045,11309
8660,DB01520,2906
8661,DB01954,5142
8662,DB00134,4552
8663,DB07636,7386
8664,DB00213,1544
8665,DB00603,5241
8666,DB00969,1571
8667,DB03899,3320
8668,DB00619,1565
8669,DB04312,126
8670,DB00988,6532
8671,DB01812,3340
8672,DB04723,1360
8673,DB00051,715
8674,DB08709,5292
8675,DB00372,1815
8676,DB05241,5290
8677,DB00055,5104
8678,DB00259,1557
8679,DB03428,983
8680,DB07443,1723
8681,DB01049,146
8682,DB00280,3752
8683,DB07655,1111
8684,DB02342,3091
8685,DB02010,6850
8686,DB00619,3815
8687,DB00921,4985
8688,DB00814,5743
8689,DB00371,1571
8690,DB00363,3350
8691,DB00157,1646
8692,DB01028,4535
8693,DB00774,760
8694,DB05812,1544
8695,DB00696,6530
8696,DB00228,2562
8697,DB00831,6275
8698,DB04409,2246
8699,DB06695,7364
8700,DB08219,890
8701,DB08918,1565
8702,DB00568,1812
8703,DB01437,2563
8704,DB00934,147
8705,DB03832,54677
8706,DB01388,100861540
8707,DB01388,1551
8708,DB01151,3350
8709,DB02966,2891
8710,DB01425,1813
8711,DB00637,1565
8712,DB01023,100861540
8713,DB01023,1551
8714,DB01694,55662
8715,DB06908,5468
8716,DB08896,1558
8717,DB00157,10157
8718,DB01088,5141
8719,DB01076,1565
8720,DB00619,1576
8721,DB03964,50
8722,DB07489,1456
8723,DB08772,57016
8724,DB00893,2495
8725,DB00800,1812
8726,DB00078,2209
8727,DB03559,127
8728,DB00688,54576
8729,DB05304,768
8730,DB00186,2560
8731,DB02900,4074
8732,DB00250,1562
8733,DB08235,10095
8734,DB00563,4524
8735,DB00693,1543
8736,DB00904,1544
8737,DB01196,2100
8738,DB01567,2563
8739,DB02337,635
8740,DB07917,27306
8741,DB00925,147
8742,DB02973,1017
8743,DB00126,10536
8744,DB03058,1675
8745,DB06077,1813
8746,DB00801,2570
8747,DB00316,6822
8748,DB00514,4985
8749,DB00921,1558
8750,DB00149,51520
8751,DB00316,1548
8752,DB01548,4985
8753,DB00977,1558
8754,DB07076,5328
8755,DB01708,2557
8756,DB01132,1565
8757,DB00128,122622
8758,DB01941,6257
8759,DB03082,5328
8760,DB01355,5742
8761,DB01186,3358
8762,DB09128,152
8763,DB01026,1565
8764,DB03245,2639
8765,DB00134,4524
8766,DB04661,912
8767,DB04395,1612
8768,DB01069,1132
8769,DB09078,2263
8770,DB01229,1545
8771,DB04141,29796
8772,DB01224,1577
8773,DB08660,1457
8774,DB00074,2214
8775,DB00896,2908
8776,DB01095,1558
8777,DB01103,5334
8778,DB04991,102
8779,DB05466,6869
8780,DB00836,1558
8781,DB00683,2558
8782,DB00463,2560
8783,DB01142,1565
8784,DB01306,1544
8785,DB00468,1565
8786,DB05483,7544
8787,DB02072,5770
8788,DB00514,6530
8789,DB06848,7177
8790,DB01559,2561
8791,DB01036,1129
8792,DB05740,1141
8793,DB00203,100861540
8794,DB00203,1551
8795,DB02379,6614
8796,DB00242,6241
8797,DB01750,6500
8798,DB01075,1544
8799,DB05065,1803
8800,DB00426,316
8801,DB00661,1544
8802,DB00388,146
8803,DB03127,5328
8804,DB06702,1132
8805,DB06870,367
8806,DB00248,152
8807,DB01148,1128
8808,DB00712,1559
8809,DB01406,1588
8810,DB05337,11010
8811,DB03657,5837
8812,DB07403,5163
8813,DB00543,3351
8814,DB03393,5478
8815,DB03187,2653
8816,DB01101,1890
8817,DB01588,2557
8818,DB00246,3351
8819,DB00603,1558
8820,DB01075,1562
8821,DB05017,3569
8822,DB01483,2557
8823,DB03837,1520
8824,DB00683,2565
8825,DB01206,1565
8826,DB00401,783
8827,DB00964,151
8828,DB00369,1890
8829,DB07131,2147
8830,DB00277,1559
8831,DB01618,3356
8832,DB02211,4129
8833,DB00220,1557
8834,DB01023,783
8835,DB00476,6532
8836,DB07088,2147
8837,DB00945,4790
8838,DB00134,635
8839,DB07128,2147
8840,DB00338,1558
8841,DB01074,1376
8842,DB04258,7421
8843,DB00998,3351
8844,DB00185,1576
8845,DB00907,1558
8846,DB03491,4830
8847,DB00875,148
8848,DB01191,1544
8849,DB00176,100861540
8850,DB00176,1551
8851,DB00297,5731
8852,DB07567,2099
8853,DB00186,2561
8854,DB00667,3176
8855,DB00690,2569
8856,DB07900,4317
8857,DB00157,8659
8858,DB00320,150
8859,DB07189,6868
8860,DB00668,7124
8861,DB00120,10056
8862,DB00714,50632
8863,DB06042,81027
8864,DB00246,100861540
8865,DB00246,1551
8866,DB00313,6332
8867,DB00398,3791
8868,DB00540,1129
8869,DB01233,3360
8870,DB01353,2558
8871,DB01355,2557
8872,DB08788,3320
8873,DB00672,6833
8874,DB07469,79784
8875,DB00753,2890
8876,DB01131,1557
8877,DB04436,6648
8879,DB01601,1565
8880,DB01098,1557
8881,DB04326,7167
8882,DB07232,10038
8883,DB07204,5569
8884,DB00157,4967
8885,DB04601,760
8886,DB00398,5894
8887,DB04126,1512
8888,DB00918,3352
8889,DB00718,205
8890,DB00208,64805
8891,DB00316,1543
8892,DB00276,1565
8893,DB01184,1576
8894,DB01752,51611
8895,DB03865,2147
8896,DB01240,1559
8897,DB02010,3702
8898,DB01355,1559
8899,DB01805,5645
8900,DB02494,6135
8901,DB03604,7068
8902,DB00851,23649
8903,DB00370,153
8904,DB00074,2212
8905,DB00926,6256
8906,DB08868,1576
8907,DB04141,6392
8908,DB00207,23569
8909,DB01151,6530
8910,DB04837,3269
8911,DB01049,2563
8912,DB03740,27036
8913,DB00201,5146
8914,DB00029,5329
8915,DB00217,3758
8916,DB00759,1576
8917,DB00312,2556
8918,DB01059,1548
8919,DB00860,1548
8920,DB03010,10382
8921,DB05879,7124
8922,DB01277,3482
8923,DB04937,7015
8924,DB01186,1814
8925,DB00292,2564
8926,DB00292,2555
8927,DB00381,759
8928,DB00222,3767
8929,DB00455,1565
8930,DB01353,2556
8931,DB05232,6326
8932,DB00166,51601
8933,DB01752,27232
8934,DB01159,1571
8935,DB02987,6035
8936,DB05890,7422
8937,DB08599,4321
8938,DB00499,367
8939,DB02342,1588
8940,DB03974,4846
8941,DB00628,2566
8942,DB00829,1557
8943,DB06962,64499
8944,DB06962,7177
8945,DB00721,3783
8946,DB07013,4322
8947,DB08073,5569
8948,DB08910,1544
8949,DB00087,2212
8950,DB00523,6258
8951,DB01142,3362
8952,DB00818,2557
8953,DB05369,3274
8954,DB00870,1559
8955,DB01029,1576
8956,DB08022,5292
8957,DB00631,6240
8958,DB01351,2556
8959,DB01590,1576
8960,DB00234,1576
8961,DB01621,3350
8962,DB06589,1558
8963,DB03516,1806
8964,DB05408,834
8965,DB04077,27306
8966,DB04077,5047
8967,DB04395,2937
8968,DB06626,2321
8969,DB00143,4056
8970,DB00812,1576
8971,DB00692,148
8972,DB00312,1139
8973,DB00312,89832
8974,DB00495,1557
8975,DB00852,467
8976,DB06262,151
8977,DB00142,2906
8978,DB01200,1814
8979,DB02721,126
8980,DB00344,1565
8981,DB00818,54578
8982,DB01236,2557
8983,DB00477,3357
8984,DB05460,2950
8985,DB06103,3614
8986,DB01029,1544
8987,DB02098,6036
8988,DB00604,100861540
8989,DB00604,1551
8990,DB06813,1719
8991,DB08134,1017
8992,DB00786,4319
8993,DB03461,1719
8994,DB01363,6532
8995,DB00594,40
8996,DB00197,1559
8997,DB00150,3620
8998,DB02126,3039
8999,DB02126,3040
9000,DB00920,27115
9001,DB00842,2570
9002,DB02840,3320
9003,DB01394,1558
9004,DB08873,1577
9005,DB06817,54658
9006,DB02733,6733
9007,DB00624,1583
9008,DB00549,1557
9009,DB00752,1571
9010,DB01100,1565
9011,DB01174,2898
9012,DB00313,18
9013,DB04540,6095
9014,DB07549,2147
9015,DB07702,2100
9016,DB00142,586
9017,DB00909,760
9018,DB00924,1565
9019,DB05446,350
9020,DB05744,7124
9021,DB06292,1544
9022,DB01254,6777
9023,DB00151,2937
9024,DB00321,153
9025,DB00705,1565
9026,DB01752,5110
9027,DB00073,2213
9028,DB04447,3156
9029,DB02621,58
9030,DB05014,2260
9031,DB01049,1576
9032,DB01622,147
9033,DB01435,1565
9034,DB05895,8795
9036,DB08896,5600
9037,DB01496,1139
9038,DB01496,89832
9039,DB00907,6336
9040,DB00951,1576
9041,DB05010,9568
9042,DB00158,2352
9043,DB08465,7184
9044,DB00297,6336
9045,DB00918,3351
9046,DB11362,1576
9047,DB03461,57016
9048,DB00900,4860
9049,DB00497,4985
9050,DB01236,3736
9051,DB04841,1565
9052,DB00950,1565
9053,DB00268,3351
9054,DB06729,1558
9055,DB02638,552
9056,DB08864,1557
9057,DB00801,2555
9058,DB00108,2215
9059,DB00579,6530
9060,DB00424,1132
9061,DB00173,353
9062,DB00907,1565
9063,DB01483,2559
9064,DB04953,54658
9065,DB05876,5141
9066,DB08901,4067
9067,DB01174,1562
9068,DB00321,1555
9069,DB01167,1576
9070,DB01970,5140
9071,DB03035,1457
9072,DB04787,5241
9073,DB04946,152
9074,DB07638,2100
9075,DB00741,100861540
9076,DB00741,1551
9077,DB01221,3352
9078,DB01236,2568
9079,DB08329,760
9080,DB00041,1571
9081,DB00619,1557
9082,DB07073,5294
9083,DB07181,1803
9084,DB00956,4985
9085,DB00071,1509
9086,DB00763,1557
9087,DB00800,1816
9088,DB06774,590
9089,DB00252,1562
9090,DB00546,2564
9091,DB00273,2566
9092,DB00138,1497
9093,DB00738,1787
9094,DB06144,3362
9095,DB06697,1577
9096,DB01327,7172
9097,DB01174,1559
9098,DB08894,2057
9099,DB06589,3815
9100,DB06290,1544
9101,DB02837,4153
9102,DB00661,1565
9103,DB00822,1559
9104,DB08690,7384
9105,DB02994,231
9106,DB00458,3752
9107,DB03822,590
9108,DB00540,1813
9109,DB00315,3351
9110,DB00171,27
9111,DB07802,1457
9112,DB00268,1565
9113,DB00958,4353
9114,DB01156,1544
9115,DB01252,6833
9116,DB00898,779
9117,DB01045,1577
9118,DB00408,3358
9119,DB04590,2155
9120,DB00726,1576
9121,DB05403,6300
9122,DB00937,6530
9123,DB07913,8722
9124,DB01173,1571
9125,DB05708,1139
9126,DB05708,89832
9127,DB00119,5091
9128,DB00367,367
9129,DB01117,1723
9130,DB04941,1080
9131,DB08183,3717
9132,DB06292,6524
9133,DB00945,4792
9134,DB00852,6532
9135,DB02282,4507
9136,DB02383,10327
9137,DB08218,890
9138,DB04725,240
9139,DB00745,1555
9140,DB03696,4047
9141,DB08231,5534
9142,DB00170,2158
9143,DB05657,2693
9144,DB01234,1586
9145,DB00162,5949
9146,DB06080,2322
9147,DB00149,23395
9148,DB00336,7498
9149,DB04044,5837
9150,DB06603,51564
9151,DB08536,1017
9152,DB01472,1565
9153,DB04879,2324
9154,DB05386,1438
9155,DB00179,240
9156,DB05341,710
9157,DB01296,7124
9158,DB01544,2555
9159,DB00731,1576
9160,DB08312,1017
9161,DB00715,1133
9162,DB00448,1579
9163,DB00129,384
9164,DB00966,185
9165,DB01399,5743
9166,DB00807,6336
9167,DB05147,84617
9168,DB08816,64805
9169,DB00886,1636
9170,DB03461,231
9171,DB01186,1816
9172,DB06674,7124
9173,DB00130,55191
9174,DB08187,2147
9175,DB02659,1066
9176,DB00945,51422
9177,DB00402,2555
9178,DB06887,5770
9179,DB00589,1814
9180,DB00622,1565
9181,DB00313,1577
9182,DB00589,150
9183,DB03516,7498
9184,DB07790,1017
9185,DB06144,146
9186,DB00039,2260
9187,DB00821,5743
9188,DB05239,1577
9189,DB06741,7363
9190,DB08182,1017
9191,DB03783,1565
9192,DB01442,4128
9193,DB02607,4830
9194,DB00780,100861540
9195,DB00780,1551
9196,DB00238,1559
9197,DB05505,6916
9198,DB00104,6751
9199,DB07242,1613
9200,DB00054,2213
9201,DB01016,3762
9202,DB01472,4128
9203,DB01115,779
9204,DB00289,6530
9205,DB01234,1548
9206,DB06061,4214
9207,DB06201,2915
9208,DB01708,2566
9209,DB03690,5306
9210,DB01065,438
9211,DB00134,10988
9212,DB03971,279
9213,DB04964,94025
9214,DB00110,2213
9215,DB06207,7364
9216,DB04982,2892
9217,DB00030,3643
9218,DB00969,1559
9219,DB00616,4311
9220,DB00665,1559
9221,DB01153,1595
9222,DB00277,1545
9223,DB01201,1565
9224,DB00110,9103
9225,DB00608,1558
9226,DB00702,279
9227,DB06412,4128
9228,DB03461,645
9229,DB02318,4124
9230,DB00527,6331
9231,DB01844,1990
9232,DB00697,151
9233,DB01396,1576
9234,DB06626,1576
9235,DB00163,5579
9236,DB01236,2560
9237,DB07941,1432
9238,DB00306,2562
9239,DB01114,6532
9240,DB00543,2554
9241,DB00091,1576
9242,DB00829,2559
9243,DB01032,1559
9244,DB04799,7386
9245,DB02351,2147
9246,DB01942,4842
9247,DB08584,4233
9248,DB00675,5579
9249,DB00599,2891
9250,DB01268,2322
9251,DB00312,116443
9252,DB00515,2944
9253,DB01118,1565
9254,DB01232,1558
9255,DB01488,3362
9256,DB08351,1432
9257,DB00837,2554
9258,DB00145,211
9259,DB01267,3350
9260,DB04685,1854
9261,DB04689,5468
9262,DB04967,328
9263,DB00157,7358
9264,DB00603,1559
9265,DB03147,1806
9266,DB03461,6697
9267,DB00110,2212
9268,DB00028,718
9269,DB00673,1576
9270,DB05521,1576
9271,DB08838,11188
9272,DB02109,122622
9273,DB04841,1548
9275,DB00377,3359
9276,DB00619,780
9277,DB01355,2891
9278,DB00295,4986
9280,DB01205,2557
9282,DB04336,5644
9283,DB04642,5837
9284,DB07209,5468
9285,DB01211,100861540
9286,DB01211,1551
9287,DB00357,1588
9288,DB00042,127833
9289,DB00157,7264
9290,DB07502,3320
9291,DB01021,7172
9292,DB01068,2557
9293,DB00996,2906
9294,DB02860,5501
9295,DB04077,1571
9296,DB00536,2593
9297,DB00737,3269
9298,DB00318,7364
9299,DB01403,1813
9300,DB01169,595
9301,DB00130,5471
9302,DB06594,4543
9303,DB00424,1131
9304,DB07488,1456
9305,DB04618,279
9306,DB01054,9254
9307,DB00092,914
9308,DB00371,2560
9309,DB01226,1135
9310,DB00475,2565
9311,DB02482,5594
9312,DB00082,1576
9313,DB00714,1813
9314,DB00768,6283
9315,DB06262,153
9316,DB02347,2891
9317,DB00801,2554
9318,DB02299,3739
9319,DB04790,5644
9320,DB00540,1557
9321,DB00364,2266
9322,DB00624,1545
9323,DB00119,5315
9324,DB01142,1132
9325,DB03144,4846
9326,DB03461,79154
9327,DB00242,56655
9328,DB01352,2891
9329,DB00112,2212
9330,DB00865,150
9331,DB05294,7422
9332,DB09074,10039
9333,DB00688,3615
9334,DB07812,208
9335,DB08175,6257
9336,DB00157,4536
9337,DB00677,590
9338,DB03900,7167
9339,DB01118,1559
9340,DB05394,1621
9341,DB03643,3249
9342,DB01403,152
9343,DB07954,5138
9344,DB00148,1159
9345,DB00148,548596
9346,DB00909,6335
9347,DB02216,4255
9348,DB08801,1129
9349,DB00145,140679
9350,DB00690,1576
9351,DB04516,51477
9352,DB01173,3269
9353,DB05039,154
9354,DB00540,1577
9355,DB04489,1362
9356,DB08996,43
9357,DB04493,5210
9358,DB00690,2561
9359,DB04865,6122
9360,DB05066,3569
9361,DB00696,151
9362,DB00178,1636
9363,DB08865,4233
9364,DB03461,4522
9365,DB00228,27032
9366,DB03923,118881
9367,DB01267,150
9368,DB01601,1555
9369,DB02583,1719
9370,DB00808,1576
9371,DB04946,3362
9372,DB06681,942
9373,DB00550,4353
9374,DB05205,4128
9375,DB00118,102724560
9376,DB00118,875
9377,DB00980,1544
9378,DB01626,4128
9379,DB01260,2908
9380,DB01161,57053
9381,DB00281,1555
9382,DB02467,5868
9383,DB04397,5236
9384,DB05147,7846
9385,DB01437,1565
9386,DB05192,7068
9387,DB05183,3551
9388,DB07219,1508
9389,DB00068,3454
9390,DB00130,7052
9391,DB02266,5743
9392,DB03824,5409
9393,DB07300,5170
9394,DB07374,9349
9395,DB08062,2147
9396,DB00321,3356
9397,DB04608,7465
9398,DB03929,2741
9399,DB07585,207
9400,DB05007,1950
9401,DB07899,1504
9402,DB00129,51686
9403,DB00575,150
9404,DB05187,5468
9405,DB08303,2891
9406,DB09047,7153
9407,DB04905,3269
9408,DB00188,5683
9409,DB06774,1544
9410,DB01236,2567
9411,DB02342,1543
9412,DB05239,64816
9413,DB03758,3326
9414,DB01101,7298
9415,DB00831,1813
9416,DB00206,6570
9417,DB02285,2512
9418,DB04630,1586
9419,DB00131,5564
9420,DB01466,1565
9421,DB03159,2147
9422,DB00623,1813
9423,DB04845,10381
9424,DB00157,3295
9425,DB00425,1559
9426,DB01353,2891
9427,DB00005,716
9428,DB00601,4128
9429,DB00208,4353
9430,DB08048,2099
9431,DB01357,1559
9432,DB00785,1129
9433,DB00215,1557
9434,DB01020,1576
9435,DB00898,2562
9436,DB08515,5689
9437,DB04530,5268
9438,DB00503,100861540
9439,DB00503,1551
9440,DB01951,2280
9441,DB00388,1544
9442,DB01124,1562
9443,DB01151,1555
9444,DB00028,2215
9445,DB00363,148
9446,DB00170,2155
9447,DB08683,1111
9448,DB00448,1576
9449,DB00073,716
9450,DB00392,1128
9451,DB00515,5743
9452,DB01146,3269
9453,DB00818,54576
9454,DB09073,1576
9455,DB08534,1017
9456,DB01405,1544
9457,DB01251,6833
9458,DB08889,5690
9459,DB01548,4988
9460,DB00619,25
9461,DB01212,55867
9462,DB04447,54822
9463,DB04855,3757
9464,DB06700,1576
9465,DB07822,43
9466,DB07636,4519
9467,DB01793,2932
9468,DB00734,3358
9469,DB01588,2558
9470,DB02643,4129
9471,DB08568,5569
9472,DB07070,5467
9473,DB08802,3269
9474,DB01110,3783
9475,DB00780,4129
9476,DB06868,2147
9477,DB04270,5468
9478,DB00334,3362
9479,DB00802,1577
9480,DB00463,2555
9481,DB08321,4124
9482,DB00157,4539
9483,DB08893,1576
9484,DB00486,1269
9485,DB00762,1066
9486,DB03449,4843
9487,DB00203,1571
9488,DB00502,1577
9489,DB00398,1577
9490,DB00801,2564
9491,DB07731,1017
9492,DB00420,1128
9493,DB08595,2099
9494,DB00005,712
9495,DB06896,4233
9496,DB01234,1576
9497,DB06942,2147
9498,DB00777,1129
9499,DB06209,1559
9500,DB00171,9619
9501,DB00655,2099
9502,DB00368,151
9503,DB01186,1576
9504,DB05740,57053
9505,DB00712,7364
9506,DB04557,5742
9507,DB05075,1445
9508,DB00801,2566
9509,DB01239,1813
9510,DB00549,1576
9511,DB00755,5916
9512,DB00400,1544
9513,DB02659,1350
9514,DB07954,5148
9515,DB00334,3274
9516,DB00799,6257
9517,DB01229,81027
9518,DB01481,367
9519,DB04946,3350
9520,DB00818,1545
9521,DB01267,1813
9522,DB01621,1557
9523,DB09071,4543
9524,DB00678,7364
9525,DB00500,4353
9526,DB00957,5241
9527,DB00396,1559
9528,DB00514,1565
9529,DB07121,6868
9530,DB00694,1576
9531,DB08911,1576
9532,DB04448,126
9533,DB07244,5972
9534,DB01892,8856
9535,DB04521,2940
9536,DB02465,2166
9537,DB02104,1719
9538,DB02550,3320
9539,DB00620,2908
9540,DB00706,146
9541,DB00852,2353
9542,DB04366,4830
9543,DB05169,9212
9544,DB09063,238
9545,DB08163,262
9546,DB00238,1576
9547,DB00477,1814
9548,DB00440,1558
9549,DB00829,100861540
9550,DB00829,1551
9551,DB04931,4157
9552,DB06882,1432
9553,DB08632,3043
9554,DB07140,1719
9555,DB00794,2560
9556,DB02011,5009
9557,DB01159,513
9558,DB00841,1312
9559,DB00675,1544
9560,DB00157,3948
9561,DB04233,1208
9562,DB06201,1066
9563,DB00322,1890
9564,DB07226,7465
9565,DB00139,8424
9566,DB06204,7364
9567,DB00307,1559
9568,DB07207,2155
9569,DB00157,7923
9570,DB00534,7915
9571,DB05210,5296
9572,DB01559,2563
9573,DB02731,5019
9574,DB06842,5144
9575,DB09570,1576
9577,DB07050,760
9578,DB00472,1555
9579,DB01028,2562
9580,DB01200,1544
9581,DB06210,4352
9582,DB01437,2565
9583,DB07595,1017
9584,DB05110,3458
9585,DB00284,6476
9586,DB01037,4129
9587,DB01033,7498
9588,DB08907,1576
9589,DB00471,1548
9590,DB00831,7134
9591,DB00241,2558
9592,DB04863,3690
9593,DB07831,25
9594,DB00562,768
9595,DB01442,6531
9596,DB00321,1129
9597,DB03484,308
9598,DB00829,2561
9599,DB03461,3292
9600,DB04014,983
9601,DB00898,2560
9602,DB01561,3292
9603,DB00412,5742
9604,DB01558,2563
9605,DB01608,147
9606,DB00668,154
9607,DB00748,1571
9608,DB00898,1138
9609,DB04326,226
9610,DB04464,6035
9611,DB00294,5241
9612,DB00599,2166
9613,DB08910,51185
9614,DB00340,1132
9615,DB00346,148
9616,DB00468,3783
9617,DB07735,23621
9618,DB00531,1555
9619,DB00852,4128
9621,DB01191,1565
9622,DB05796,4311
9623,DB00157,4711
9624,DB00370,1565
9625,DB01065,801
9626,DB01065,805
9627,DB01065,808
9628,DB01708,10280
9629,DB03466,5916
9630,DB01201,1559
9631,DB01698,1559
9632,DB02830,100
9633,DB08868,53637
9634,DB08883,2890
9635,DB00342,1577
9636,DB00308,90134
9637,DB00715,1555
9638,DB00143,2947
9639,DB00170,5624
9640,DB00477,1131
9641,DB00898,776
9642,DB00203,5148
9643,DB00307,6257
9644,DB00134,4141
9645,DB00097,3973
9646,DB02249,126
9647,DB03889,3029
9648,DB06902,2104
9649,DB01267,1815
9650,DB02014,5770
9651,DB08242,1432
9652,DB07467,760
9653,DB01049,3350
9654,DB03125,1719
9655,DB00197,100861540
9656,DB00197,1551
9657,DB02210,2908
9658,DB00281,1562
9659,DB00371,2566
9660,DB00696,3351
9661,DB00863,1576
9662,DB00544,1806
9663,DB00071,3643
9664,DB06089,3785
9665,DB03814,2683
9666,DB09028,1136
9667,DB01382,3758
9668,DB06196,624
9669,DB00540,1565
9670,DB00805,3358
9671,DB06089,56479
9672,DB00647,100861540
9673,DB00647,1551
9674,DB04920,1557
9675,DB01036,1132
9676,DB04828,11251
9677,DB05495,4318
9678,DB01559,2560
9679,DB04652,8648
9680,DB08807,155
9681,DB04791,5644
9682,DB00537,1577
9683,DB01182,1576
9684,DB00292,2557
9685,DB06820,1559
9686,DB00800,148
9687,DB01036,1131
9688,DB09082,154
9689,DB03635,5473
9690,DB00333,1577
9691,DB06148,59340
9692,DB00358,590
9693,DB00048,1277
9694,DB00619,1436
9695,DB00857,1557
9696,DB01435,1555
9697,DB02068,2628
9698,DB00572,1544
9699,DB00907,6532
9700,DB01902,4905
9701,DB02901,1586
9702,DB06413,1555
9703,DB09039,1576
9704,DB01109,10855
9705,DB07977,1723
9706,DB09570,1559
9707,DB03486,124583
9708,DB01784,760
9709,DB05116,7298
9710,DB00270,1576
9711,DB00171,25
9712,DB01108,2099
9713,DB01285,4158
9714,DB01677,4200
9715,DB08815,1813
9716,DB06262,146
9717,DB05087,2557
9718,DB07780,5876
9719,DB00481,1588
9720,DB00628,2557
9721,DB05484,3576
9722,DB02676,5144
9723,DB02310,10988
9724,DB01373,831
9725,DB00679,1544
9726,DB00318,4988
9727,DB00353,1812
9728,DB00818,1571
9729,DB02662,5770
9730,DB00054,7448
9731,DB05478,1576
9732,DB00118,6723
9733,DB00562,762
9734,DB00690,2554
9735,DB01216,1576
9736,DB00363,1131
9737,DB00726,1557
9738,DB08052,6714
9739,DB03754,7422
9740,DB06862,836
9741,DB06403,1557
9742,DB00673,6869
9743,DB00206,6571
9744,DB02105,1312
9745,DB00159,2182
9746,DB00308,3767
9747,DB01124,6833
9748,DB00898,285242
9749,DB04988,2064
9750,DB00898,7412
9751,DB01028,2567
9752,DB06271,462
9753,DB00157,29920
9754,DB00764,2908
9755,DB04153,128
9756,DB02103,7184
9757,DB01220,1576
9758,DB00374,64805
9759,DB07277,2147
9760,DB07954,5152
9761,DB00293,2356
9762,DB00142,18
9763,DB01049,1813
9764,DB00898,1576
9765,DB06282,3269
9766,DB01100,100861540
9767,DB01100,1551
9768,DB01262,1633
9769,DB01621,1813
9770,DB02559,1719
9771,DB00829,2568
9772,DB00678,54575
9773,DB00993,7172
9774,DB03526,760
9775,DB07006,7465
9776,DB00151,4255
9777,DB00244,3551
9778,DB00312,55879
9779,DB01083,5406
9780,DB07460,5747
9781,DB01167,1595
9782,DB00653,781
9783,DB00170,316
9784,DB01224,1129
9785,DB00752,1559
9786,DB06042,7155
9787,DB04998,8517
9788,DB00777,1133
9789,DB04851,4363
9790,DB00920,5226
9791,DB04141,4519
9792,DB03686,2950
9793,DB00396,1576
9794,DB01166,1576
9795,DB02338,7296
9796,DB00114,29968
9797,DB03622,4317
9798,DB04464,6285
9799,DB04531,4255
9800,DB02763,3593
9801,DB01094,4547
9802,DB04648,383
9803,DB05381,3274
9804,DB09291,1576
9805,DB08608,5164
9806,DB00055,5627
9807,DB01325,6557
9808,DB04840,1565
9809,DB04946,1571
9810,DB01812,6817
9811,DB03572,100
9812,DB00667,1565
9813,DB00701,1577
9814,DB00273,2564
9815,DB00953,3352
9816,DB07107,5569
9817,DB08515,5683
9818,DB00184,1103
9819,DB01942,9266
9820,DB00114,2805
9821,DB00675,1565
9822,DB00188,5684
9823,DB00367,2099
9824,DB05047,2892
9825,DB07929,6257
9826,DB08860,3156
9827,DB00909,6324
9828,DB01221,1129
9829,DB00188,5685
9830,DB00189,2559
9831,DB00434,1128
9832,DB07059,5972
9833,DB00755,8854
9834,DB02857,4860
9835,DB07374,51187
9836,DB00753,55879
9837,DB01559,1562
9838,DB00332,1129
9839,DB04975,1576
9840,DB00316,54578
9841,DB04919,2244
9842,DB07110,23621
9843,DB04238,5644
9844,DB00339,1544
9845,DB01234,100861540
9846,DB01234,1551
9847,DB00546,2562
9848,DB04868,1559
9849,DB05359,4544
9850,DB07151,5292
9851,DB00333,100861540
9852,DB00333,1551
9853,DB07771,100529261
9854,DB07771,2342
9855,DB08358,9261
9856,DB01149,6531
9857,DB00042,6844
9858,DB03280,1841
9859,DB08818,22927
9860,DB01708,2906
9861,DB07504,1017
9862,DB07733,834
9863,DB00882,2099
9864,DB05492,152
9865,DB08453,7384
9866,DB00370,146
9867,DB00196,1576
9868,DB02994,2779
9869,DB00608,7124
9870,DB00996,2904
9871,DB00731,5468
9872,DB00962,1576
